measure,temporal_unit,date,group,rate,value
new,3-monthly,2000-01-01,Adult,binary,30.81000486
new,3-monthly,2000-04-01,Adult,binary,30.81774107
new,3-monthly,2000-07-01,Adult,binary,30.88353826
new,3-monthly,2000-10-01,Adult,binary,31.08030995
new,3-monthly,2001-01-01,Adult,binary,
new,3-monthly,2001-04-01,Adult,binary,
new,3-monthly,2001-07-01,Adult,binary,
new,3-monthly,2001-10-01,Adult,binary,
new,3-monthly,2002-01-01,Adult,binary,32.41124489
new,3-monthly,2002-04-01,Adult,binary,32.3914049
new,3-monthly,2002-07-01,Adult,binary,32.87331148
new,3-monthly,2002-10-01,Adult,binary,32.61085743
new,3-monthly,2003-01-01,Adult,binary,31.85743931
new,3-monthly,2003-04-01,Adult,binary,32.22660178
new,3-monthly,2003-07-01,Adult,binary,31.60237582
new,3-monthly,2003-10-01,Adult,binary,31.0080282
new,3-monthly,2004-01-01,Adult,binary,30.3177884
new,3-monthly,2004-04-01,Adult,binary,30.02796447
new,3-monthly,2004-07-01,Adult,binary,29.74695664
new,3-monthly,2004-10-01,Adult,binary,29.79449468
new,3-monthly,2005-01-01,Adult,binary,29.46439762
new,3-monthly,2005-04-01,Adult,binary,29.09887523
new,3-monthly,2005-07-01,Adult,binary,29.13838322
new,3-monthly,2005-10-01,Adult,binary,29.09274091
new,3-monthly,2006-01-01,Adult,binary,28.53249527
new,3-monthly,2006-04-01,Adult,binary,28.6232222
new,3-monthly,2006-07-01,Adult,binary,28.59612449
new,3-monthly,2006-10-01,Adult,binary,28.89799799
new,3-monthly,2007-01-01,Adult,binary,28.66382268
new,3-monthly,2007-04-01,Adult,binary,28.86660445
new,3-monthly,2007-07-01,Adult,binary,29.04061328
new,3-monthly,2007-10-01,Adult,binary,29.75291959
new,3-monthly,2008-01-01,Adult,binary,29.49017898
new,3-monthly,2008-04-01,Adult,binary,29.98765964
new,3-monthly,2008-07-01,Adult,binary,30.22917595
new,3-monthly,2008-10-01,Adult,binary,30.26606341
new,3-monthly,2009-01-01,Adult,binary,29.7809734
new,3-monthly,2009-04-01,Adult,binary,29.33512919
new,3-monthly,2009-07-01,Adult,binary,29.46367021
new,3-monthly,2009-10-01,Adult,binary,29.30527072
new,3-monthly,2010-01-01,Adult,binary,29.54856791
new,3-monthly,2010-04-01,Adult,binary,29.70795633
new,3-monthly,2010-07-01,Adult,binary,29.96869774
new,3-monthly,2010-10-01,Adult,binary,30.09835356
new,3-monthly,2011-01-01,Adult,binary,30.19249357
new,3-monthly,2011-04-01,Adult,binary,30.39815686
new,3-monthly,2011-07-01,Adult,binary,30.3381881
new,3-monthly,2011-10-01,Adult,binary,29.70888015
new,3-monthly,2012-01-01,Adult,binary,29.60206202
new,3-monthly,2012-04-01,Adult,binary,29.61733739
new,3-monthly,2012-07-01,Adult,binary,29.73464839
new,3-monthly,2012-10-01,Adult,binary,29.68398831
new,3-monthly,2013-01-01,Adult,binary,30.11198855
new,3-monthly,2013-04-01,Adult,binary,30.6237083
new,3-monthly,2013-07-01,Adult,binary,30.44218178
new,3-monthly,2013-10-01,Adult,binary,29.53315615
new,3-monthly,2014-01-01,Adult,binary,29.39630047
new,3-monthly,2000-01-01,Adult,adjusted,32.6366538
new,3-monthly,2000-04-01,Adult,adjusted,32.61099829
new,3-monthly,2000-07-01,Adult,adjusted,32.59126099
new,3-monthly,2000-10-01,Adult,adjusted,32.86429382
new,3-monthly,2001-01-01,Adult,adjusted,
new,3-monthly,2001-04-01,Adult,adjusted,
new,3-monthly,2001-07-01,Adult,adjusted,
new,3-monthly,2001-10-01,Adult,adjusted,
new,3-monthly,2002-01-01,Adult,adjusted,33.62279304
new,3-monthly,2002-04-01,Adult,adjusted,33.60848478
new,3-monthly,2002-07-01,Adult,adjusted,33.74356916
new,3-monthly,2002-10-01,Adult,adjusted,33.7380463
new,3-monthly,2003-01-01,Adult,adjusted,33.0834378
new,3-monthly,2003-04-01,Adult,adjusted,33.34327486
new,3-monthly,2003-07-01,Adult,adjusted,32.76496583
new,3-monthly,2003-10-01,Adult,adjusted,32.2488584
new,3-monthly,2004-01-01,Adult,adjusted,31.58830959
new,3-monthly,2004-04-01,Adult,adjusted,31.39433734
new,3-monthly,2004-07-01,Adult,adjusted,31.50892158
new,3-monthly,2004-10-01,Adult,adjusted,31.84966399
new,3-monthly,2005-01-01,Adult,adjusted,31.92543528
new,3-monthly,2005-04-01,Adult,adjusted,31.82140874
new,3-monthly,2005-07-01,Adult,adjusted,31.91165581
new,3-monthly,2005-10-01,Adult,adjusted,31.87391043
new,3-monthly,2006-01-01,Adult,adjusted,31.52562276
new,3-monthly,2006-04-01,Adult,adjusted,31.73886682
new,3-monthly,2006-07-01,Adult,adjusted,31.7019306
new,3-monthly,2006-10-01,Adult,adjusted,31.8948565
new,3-monthly,2007-01-01,Adult,adjusted,31.74960031
new,3-monthly,2007-04-01,Adult,adjusted,31.8029102
new,3-monthly,2007-07-01,Adult,adjusted,31.7492067
new,3-monthly,2007-10-01,Adult,adjusted,32.02123938
new,3-monthly,2008-01-01,Adult,adjusted,31.79408663
new,3-monthly,2008-04-01,Adult,adjusted,31.88309646
new,3-monthly,2008-07-01,Adult,adjusted,31.61133236
new,3-monthly,2008-10-01,Adult,adjusted,31.35000366
new,3-monthly,2009-01-01,Adult,adjusted,31.01388144
new,3-monthly,2009-04-01,Adult,adjusted,30.61243958
new,3-monthly,2009-07-01,Adult,adjusted,30.46202864
new,3-monthly,2009-10-01,Adult,adjusted,30.40162143
new,3-monthly,2010-01-01,Adult,adjusted,30.64030655
new,3-monthly,2010-04-01,Adult,adjusted,30.63393856
new,3-monthly,2010-07-01,Adult,adjusted,30.55060483
new,3-monthly,2010-10-01,Adult,adjusted,30.50645765
new,3-monthly,2011-01-01,Adult,adjusted,30.56318648
new,3-monthly,2011-04-01,Adult,adjusted,30.37978279
new,3-monthly,2011-07-01,Adult,adjusted,30.09735931
new,3-monthly,2011-10-01,Adult,adjusted,29.59031456
new,3-monthly,2012-01-01,Adult,adjusted,29.04583325
new,3-monthly,2012-04-01,Adult,adjusted,29.191255
new,3-monthly,2012-07-01,Adult,adjusted,29.40552418
new,3-monthly,2012-10-01,Adult,adjusted,29.42413249
new,3-monthly,2013-01-01,Adult,adjusted,29.49176253
new,3-monthly,2013-04-01,Adult,adjusted,29.83271036
new,3-monthly,2013-07-01,Adult,adjusted,29.85049535
new,3-monthly,2013-10-01,Adult,adjusted,29.15428618
new,3-monthly,2014-01-01,Adult,adjusted,28.9243993
new,3-monthly,2000-01-01,Adult,OGRS4,31.90226867
new,3-monthly,2000-04-01,Adult,OGRS4,31.9356604
new,3-monthly,2000-07-01,Adult,OGRS4,32.02119488
new,3-monthly,2000-10-01,Adult,OGRS4,31.94493375
new,3-monthly,2001-01-01,Adult,OGRS4,
new,3-monthly,2001-04-01,Adult,OGRS4,
new,3-monthly,2001-07-01,Adult,OGRS4,
new,3-monthly,2001-10-01,Adult,OGRS4,
new,3-monthly,2002-01-01,Adult,OGRS4,32.51736947
new,3-monthly,2002-04-01,Adult,OGRS4,32.51183774
new,3-monthly,2002-07-01,Adult,OGRS4,32.85865994
new,3-monthly,2002-10-01,Adult,OGRS4,32.60172875
new,3-monthly,2003-01-01,Adult,OGRS4,32.50291913
new,3-monthly,2003-04-01,Adult,OGRS4,32.61224453
new,3-monthly,2003-07-01,Adult,OGRS4,32.56632761
new,3-monthly,2003-10-01,Adult,OGRS4,32.48808742
new,3-monthly,2004-01-01,Adult,OGRS4,32.45839643
new,3-monthly,2004-04-01,Adult,OGRS4,32.36254476
new,3-monthly,2004-07-01,Adult,OGRS4,31.96695268
new,3-monthly,2004-10-01,Adult,OGRS4,31.67374831
new,3-monthly,2005-01-01,Adult,OGRS4,31.26787996
new,3-monthly,2005-04-01,Adult,OGRS4,31.00638411
new,3-monthly,2005-07-01,Adult,OGRS4,30.95564503
new,3-monthly,2005-10-01,Adult,OGRS4,30.94774811
new,3-monthly,2006-01-01,Adult,OGRS4,30.73579013
new,3-monthly,2006-04-01,Adult,OGRS4,30.613273
new,3-monthly,2006-07-01,Adult,OGRS4,30.62311151
new,3-monthly,2006-10-01,Adult,OGRS4,30.7320591
new,3-monthly,2007-01-01,Adult,OGRS4,30.64313999
new,3-monthly,2007-04-01,Adult,OGRS4,30.79261187
new,3-monthly,2007-07-01,Adult,OGRS4,31.0203242
new,3-monthly,2007-10-01,Adult,OGRS4,31.46059783
new,3-monthly,2008-01-01,Adult,OGRS4,31.42500997
new,3-monthly,2008-04-01,Adult,OGRS4,31.8334808
new,3-monthly,2008-07-01,Adult,OGRS4,32.34676121
new,3-monthly,2008-10-01,Adult,OGRS4,32.64497737
new,3-monthly,2009-01-01,Adult,OGRS4,32.49600958
new,3-monthly,2009-04-01,Adult,OGRS4,32.45160723
new,3-monthly,2009-07-01,Adult,OGRS4,32.73055919
new,3-monthly,2009-10-01,Adult,OGRS4,32.63256691
new,3-monthly,2010-01-01,Adult,OGRS4,32.63717898
new,3-monthly,2010-04-01,Adult,OGRS4,32.80293539
new,3-monthly,2010-07-01,Adult,OGRS4,33.14701053
new,3-monthly,2010-10-01,Adult,OGRS4,33.32081353
new,3-monthly,2011-01-01,Adult,OGRS4,33.35822471
new,3-monthly,2011-04-01,Adult,OGRS4,33.74729169
new,3-monthly,2011-07-01,Adult,OGRS4,33.96974641
new,3-monthly,2011-10-01,Adult,OGRS4,33.84748322
new,3-monthly,2012-01-01,Adult,OGRS4,34.28514638
new,3-monthly,2012-04-01,Adult,OGRS4,34.15500001
new,3-monthly,2012-07-01,Adult,OGRS4,34.05804183
new,3-monthly,2012-10-01,Adult,OGRS4,33.98877344
new,3-monthly,2013-01-01,Adult,OGRS4,34.34914363
new,3-monthly,2013-04-01,Adult,OGRS4,34.51991556
new,3-monthly,2013-07-01,Adult,OGRS4,34.32060405
new,3-monthly,2013-10-01,Adult,OGRS4,34.10778758
new,3-monthly,2014-01-01,Adult,OGRS4,34.20081879
new,3-monthly,2000-01-01,Adult,frequency,3.730170711
new,3-monthly,2000-04-01,Adult,frequency,3.780030765
new,3-monthly,2000-07-01,Adult,frequency,3.822340325
new,3-monthly,2000-10-01,Adult,frequency,3.899236604
new,3-monthly,2001-01-01,Adult,frequency,
new,3-monthly,2001-04-01,Adult,frequency,
new,3-monthly,2001-07-01,Adult,frequency,
new,3-monthly,2001-10-01,Adult,frequency,
new,3-monthly,2002-01-01,Adult,frequency,4.008712614
new,3-monthly,2002-04-01,Adult,frequency,4.015210524
new,3-monthly,2002-07-01,Adult,frequency,4.004469181
new,3-monthly,2002-10-01,Adult,frequency,3.980210343
new,3-monthly,2003-01-01,Adult,frequency,3.901381364
new,3-monthly,2003-04-01,Adult,frequency,3.86125845
new,3-monthly,2003-07-01,Adult,frequency,3.76118114
new,3-monthly,2003-10-01,Adult,frequency,3.688120364
new,3-monthly,2004-01-01,Adult,frequency,3.664387064
new,3-monthly,2004-04-01,Adult,frequency,3.62129423
new,3-monthly,2004-07-01,Adult,frequency,3.593962663
new,3-monthly,2004-10-01,Adult,frequency,3.564607195
new,3-monthly,2005-01-01,Adult,frequency,3.528819568
new,3-monthly,2005-04-01,Adult,frequency,3.457683491
new,3-monthly,2005-07-01,Adult,frequency,3.375623208
new,3-monthly,2005-10-01,Adult,frequency,3.32703156
new,3-monthly,2006-01-01,Adult,frequency,3.284786163
new,3-monthly,2006-04-01,Adult,frequency,3.288960827
new,3-monthly,2006-07-01,Adult,frequency,3.287750815
new,3-monthly,2006-10-01,Adult,frequency,3.281045054
new,3-monthly,2007-01-01,Adult,frequency,3.270742267
new,3-monthly,2007-04-01,Adult,frequency,3.277233228
new,3-monthly,2007-07-01,Adult,frequency,3.300590606
new,3-monthly,2007-10-01,Adult,frequency,3.334893592
new,3-monthly,2008-01-01,Adult,frequency,3.339321756
new,3-monthly,2008-04-01,Adult,frequency,3.329900764
new,3-monthly,2008-07-01,Adult,frequency,3.283308761
new,3-monthly,2008-10-01,Adult,frequency,3.244235611
new,3-monthly,2009-01-01,Adult,frequency,3.167768924
new,3-monthly,2009-04-01,Adult,frequency,3.157219626
new,3-monthly,2009-07-01,Adult,frequency,3.149701939
new,3-monthly,2009-10-01,Adult,frequency,3.202287575
new,3-monthly,2010-01-01,Adult,frequency,3.228547732
new,3-monthly,2010-04-01,Adult,frequency,3.270519174
new,3-monthly,2010-07-01,Adult,frequency,3.272652944
new,3-monthly,2010-10-01,Adult,frequency,3.302107332
new,3-monthly,2011-01-01,Adult,frequency,3.297978741
new,3-monthly,2011-04-01,Adult,frequency,3.322679818
new,3-monthly,2011-07-01,Adult,frequency,3.313241952
new,3-monthly,2011-10-01,Adult,frequency,3.340792896
new,3-monthly,2012-01-01,Adult,frequency,3.33298534
new,3-monthly,2012-04-01,Adult,frequency,3.421796767
new,3-monthly,2012-07-01,Adult,frequency,3.432995599
new,3-monthly,2012-10-01,Adult,frequency,3.499830672
new,3-monthly,2013-01-01,Adult,frequency,3.515308103
new,3-monthly,2013-04-01,Adult,frequency,3.579792234
new,3-monthly,2013-07-01,Adult,frequency,3.542779989
new,3-monthly,2013-10-01,Adult,frequency,3.574886573
new,3-monthly,2014-01-01,Adult,frequency,3.617666841
new,3-monthly,2000-01-01,Adult,reoffences,168033
new,3-monthly,2000-04-01,Adult,reoffences,162186
new,3-monthly,2000-07-01,Adult,reoffences,161104
new,3-monthly,2000-10-01,Adult,reoffences,161405
new,3-monthly,2001-01-01,Adult,reoffences,
new,3-monthly,2001-04-01,Adult,reoffences,
new,3-monthly,2001-07-01,Adult,reoffences,
new,3-monthly,2001-10-01,Adult,reoffences,
new,3-monthly,2002-01-01,Adult,reoffences,184962
new,3-monthly,2002-04-01,Adult,reoffences,185575
new,3-monthly,2002-07-01,Adult,reoffences,193540
new,3-monthly,2002-10-01,Adult,reoffences,191874
new,3-monthly,2003-01-01,Adult,reoffences,188663
new,3-monthly,2003-04-01,Adult,reoffences,185630
new,3-monthly,2003-07-01,Adult,reoffences,182910
new,3-monthly,2003-10-01,Adult,reoffences,176495
new,3-monthly,2004-01-01,Adult,reoffences,171999
new,3-monthly,2004-04-01,Adult,reoffences,159040
new,3-monthly,2004-07-01,Adult,reoffences,156323
new,3-monthly,2004-10-01,Adult,reoffences,154679
new,3-monthly,2005-01-01,Adult,reoffences,149322
new,3-monthly,2005-04-01,Adult,reoffences,153860
new,3-monthly,2005-07-01,Adult,reoffences,153017
new,3-monthly,2005-10-01,Adult,reoffences,152754
new,3-monthly,2006-01-01,Adult,reoffences,152690
new,3-monthly,2006-04-01,Adult,reoffences,151381
new,3-monthly,2006-07-01,Adult,reoffences,153367
new,3-monthly,2006-10-01,Adult,reoffences,153589
new,3-monthly,2007-01-01,Adult,reoffences,157133
new,3-monthly,2007-04-01,Adult,reoffences,159149
new,3-monthly,2007-07-01,Adult,reoffences,165419
new,3-monthly,2007-10-01,Adult,reoffences,168142
new,3-monthly,2008-01-01,Adult,reoffences,167103
new,3-monthly,2008-04-01,Adult,reoffences,169119
new,3-monthly,2008-07-01,Adult,reoffences,169248
new,3-monthly,2008-10-01,Adult,reoffences,163636
new,3-monthly,2009-01-01,Adult,reoffences,159022
new,3-monthly,2009-04-01,Adult,reoffences,153343
new,3-monthly,2009-07-01,Adult,reoffences,154811
new,3-monthly,2009-10-01,Adult,reoffences,151465
new,3-monthly,2010-01-01,Adult,reoffences,151816
new,3-monthly,2010-04-01,Adult,reoffences,153770
new,3-monthly,2010-07-01,Adult,reoffences,160108
new,3-monthly,2010-10-01,Adult,reoffences,156226
new,3-monthly,2011-01-01,Adult,reoffences,157617
new,3-monthly,2011-04-01,Adult,reoffences,155631
new,3-monthly,2011-07-01,Adult,reoffences,158807
new,3-monthly,2011-10-01,Adult,reoffences,148986
new,3-monthly,2012-01-01,Adult,reoffences,150051
new,3-monthly,2012-04-01,Adult,reoffences,143517
new,3-monthly,2012-07-01,Adult,reoffences,149761
new,3-monthly,2012-10-01,Adult,reoffences,144683
new,3-monthly,2013-01-01,Adult,reoffences,144901
new,3-monthly,2013-04-01,Adult,reoffences,148522
new,3-monthly,2013-07-01,Adult,reoffences,149562
new,3-monthly,2013-10-01,Adult,reoffences,143403
new,3-monthly,2014-01-01,Adult,reoffences,145224
new,3-monthly,2000-01-01,Adult,reoffenders,45047
new,3-monthly,2000-04-01,Adult,reoffenders,42906
new,3-monthly,2000-07-01,Adult,reoffenders,42148
new,3-monthly,2000-10-01,Adult,reoffenders,41394
new,3-monthly,2001-01-01,Adult,reoffenders,
new,3-monthly,2001-04-01,Adult,reoffenders,
new,3-monthly,2001-07-01,Adult,reoffenders,
new,3-monthly,2001-10-01,Adult,reoffenders,
new,3-monthly,2002-01-01,Adult,reoffenders,46140
new,3-monthly,2002-04-01,Adult,reoffenders,46218
new,3-monthly,2002-07-01,Adult,reoffenders,48331
new,3-monthly,2002-10-01,Adult,reoffenders,48207
new,3-monthly,2003-01-01,Adult,reoffenders,48358
new,3-monthly,2003-04-01,Adult,reoffenders,48075
new,3-monthly,2003-07-01,Adult,reoffenders,48631
new,3-monthly,2003-10-01,Adult,reoffenders,47855
new,3-monthly,2004-01-01,Adult,reoffenders,46938
new,3-monthly,2004-04-01,Adult,reoffenders,43918
new,3-monthly,2004-07-01,Adult,reoffenders,43496
new,3-monthly,2004-10-01,Adult,reoffenders,43393
new,3-monthly,2005-01-01,Adult,reoffenders,42315
new,3-monthly,2005-04-01,Adult,reoffenders,44498
new,3-monthly,2005-07-01,Adult,reoffenders,45330
new,3-monthly,2005-10-01,Adult,reoffenders,45913
new,3-monthly,2006-01-01,Adult,reoffenders,46484
new,3-monthly,2006-04-01,Adult,reoffenders,46027
new,3-monthly,2006-07-01,Adult,reoffenders,46648
new,3-monthly,2006-10-01,Adult,reoffenders,46811
new,3-monthly,2007-01-01,Adult,reoffenders,48042
new,3-monthly,2007-04-01,Adult,reoffenders,48562
new,3-monthly,2007-07-01,Adult,reoffenders,50118
new,3-monthly,2007-10-01,Adult,reoffenders,50419
new,3-monthly,2008-01-01,Adult,reoffenders,50041
new,3-monthly,2008-04-01,Adult,reoffenders,50788
new,3-monthly,2008-07-01,Adult,reoffenders,51548
new,3-monthly,2008-10-01,Adult,reoffenders,50439
new,3-monthly,2009-01-01,Adult,reoffenders,50200
new,3-monthly,2009-04-01,Adult,reoffenders,48569
new,3-monthly,2009-07-01,Adult,reoffenders,49151
new,3-monthly,2009-10-01,Adult,reoffenders,47299
new,3-monthly,2010-01-01,Adult,reoffenders,47023
new,3-monthly,2010-04-01,Adult,reoffenders,47017
new,3-monthly,2010-07-01,Adult,reoffenders,48923
new,3-monthly,2010-10-01,Adult,reoffenders,47311
new,3-monthly,2011-01-01,Adult,reoffenders,47792
new,3-monthly,2011-04-01,Adult,reoffenders,46839
new,3-monthly,2011-07-01,Adult,reoffenders,47931
new,3-monthly,2011-10-01,Adult,reoffenders,44596
new,3-monthly,2012-01-01,Adult,reoffenders,45020
new,3-monthly,2012-04-01,Adult,reoffenders,41942
new,3-monthly,2012-07-01,Adult,reoffenders,43624
new,3-monthly,2012-10-01,Adult,reoffenders,41340
new,3-monthly,2013-01-01,Adult,reoffenders,41220
new,3-monthly,2013-04-01,Adult,reoffenders,41489
new,3-monthly,2013-07-01,Adult,reoffenders,42216
new,3-monthly,2013-10-01,Adult,reoffenders,40114
new,3-monthly,2014-01-01,Adult,reoffenders,40143
new,3-monthly,2000-01-01,Adult,cohort,146209
new,3-monthly,2000-04-01,Adult,cohort,139225
new,3-monthly,2000-07-01,Adult,cohort,136474
new,3-monthly,2000-10-01,Adult,cohort,133184
new,3-monthly,2001-01-01,Adult,cohort,
new,3-monthly,2001-04-01,Adult,cohort,
new,3-monthly,2001-07-01,Adult,cohort,
new,3-monthly,2001-10-01,Adult,cohort,
new,3-monthly,2002-01-01,Adult,cohort,142358
new,3-monthly,2002-04-01,Adult,cohort,142686
new,3-monthly,2002-07-01,Adult,cohort,147022
new,3-monthly,2002-10-01,Adult,cohort,147825
new,3-monthly,2003-01-01,Adult,cohort,151795
new,3-monthly,2003-04-01,Adult,cohort,149178
new,3-monthly,2003-07-01,Adult,cohort,153884
new,3-monthly,2003-10-01,Adult,cohort,154331
new,3-monthly,2004-01-01,Adult,cohort,154820
new,3-monthly,2004-04-01,Adult,cohort,146257
new,3-monthly,2004-07-01,Adult,cohort,146220
new,3-monthly,2004-10-01,Adult,cohort,145641
new,3-monthly,2005-01-01,Adult,cohort,143614
new,3-monthly,2005-04-01,Adult,cohort,152920
new,3-monthly,2005-07-01,Adult,cohort,155568
new,3-monthly,2005-10-01,Adult,cohort,157816
new,3-monthly,2006-01-01,Adult,cohort,162916
new,3-monthly,2006-04-01,Adult,cohort,160803
new,3-monthly,2006-07-01,Adult,cohort,163127
new,3-monthly,2006-10-01,Adult,cohort,161987
new,3-monthly,2007-01-01,Adult,cohort,167605
new,3-monthly,2007-04-01,Adult,cohort,168229
new,3-monthly,2007-07-01,Adult,cohort,172579
new,3-monthly,2007-10-01,Adult,cohort,169459
new,3-monthly,2008-01-01,Adult,cohort,169687
new,3-monthly,2008-04-01,Adult,cohort,169363
new,3-monthly,2008-07-01,Adult,cohort,170524
new,3-monthly,2008-10-01,Adult,cohort,166652
new,3-monthly,2009-01-01,Adult,cohort,168564
new,3-monthly,2009-04-01,Adult,cohort,165566
new,3-monthly,2009-07-01,Adult,cohort,166819
new,3-monthly,2009-10-01,Adult,cohort,161401
new,3-monthly,2010-01-01,Adult,cohort,159138
new,3-monthly,2010-04-01,Adult,cohort,158264
new,3-monthly,2010-07-01,Adult,cohort,163247
new,3-monthly,2010-10-01,Adult,cohort,157188
new,3-monthly,2011-01-01,Adult,cohort,158291
new,3-monthly,2011-04-01,Adult,cohort,154085
new,3-monthly,2011-07-01,Adult,cohort,157989
new,3-monthly,2011-10-01,Adult,cohort,150110
new,3-monthly,2012-01-01,Adult,cohort,152084
new,3-monthly,2012-04-01,Adult,cohort,141613
new,3-monthly,2012-07-01,Adult,cohort,146711
new,3-monthly,2012-10-01,Adult,cohort,139267
new,3-monthly,2013-01-01,Adult,cohort,136889
new,3-monthly,2013-04-01,Adult,cohort,135480
new,3-monthly,2013-07-01,Adult,cohort,138676
new,3-monthly,2013-10-01,Adult,cohort,135827
new,3-monthly,2014-01-01,Adult,cohort,136558
new,3-monthly,2000-01-01,Juvenile,binary,40.25133008
new,3-monthly,2000-04-01,Juvenile,binary,37.53163964
new,3-monthly,2000-07-01,Juvenile,binary,37.84703521
new,3-monthly,2000-10-01,Juvenile,binary,38.23077685
new,3-monthly,2001-01-01,Juvenile,binary,
new,3-monthly,2001-04-01,Juvenile,binary,
new,3-monthly,2001-07-01,Juvenile,binary,
new,3-monthly,2001-10-01,Juvenile,binary,
new,3-monthly,2002-01-01,Juvenile,binary,38.56600467
new,3-monthly,2002-04-01,Juvenile,binary,37.23628942
new,3-monthly,2002-07-01,Juvenile,binary,38.86048395
new,3-monthly,2002-10-01,Juvenile,binary,38.84389272
new,3-monthly,2003-01-01,Juvenile,binary,39.22141
new,3-monthly,2003-04-01,Juvenile,binary,38.8403705
new,3-monthly,2003-07-01,Juvenile,binary,39.32680329
new,3-monthly,2003-10-01,Juvenile,binary,39.18368325
new,3-monthly,2004-01-01,Juvenile,binary,38.74372535
new,3-monthly,2004-04-01,Juvenile,binary,37.69509414
new,3-monthly,2004-07-01,Juvenile,binary,38.16318559
new,3-monthly,2004-10-01,Juvenile,binary,38.98468076
new,3-monthly,2005-01-01,Juvenile,binary,38.62943942
new,3-monthly,2005-04-01,Juvenile,binary,37.42783709
new,3-monthly,2005-07-01,Juvenile,binary,38.37658866
new,3-monthly,2005-10-01,Juvenile,binary,38.34426628
new,3-monthly,2006-01-01,Juvenile,binary,38.98161757
new,3-monthly,2006-04-01,Juvenile,binary,37.88370834
new,3-monthly,2006-07-01,Juvenile,binary,38.63395729
new,3-monthly,2006-10-01,Juvenile,binary,38.15449817
new,3-monthly,2007-01-01,Juvenile,binary,37.87776528
new,3-monthly,2007-04-01,Juvenile,binary,36.44654494
new,3-monthly,2007-07-01,Juvenile,binary,36.66952756
new,3-monthly,2007-10-01,Juvenile,binary,37.65011151
new,3-monthly,2008-01-01,Juvenile,binary,37.65315533
new,3-monthly,2008-04-01,Juvenile,binary,37.46126677
new,3-monthly,2008-07-01,Juvenile,binary,37.74027846
new,3-monthly,2008-10-01,Juvenile,binary,37.96490178
new,3-monthly,2009-01-01,Juvenile,binary,37.24730282
new,3-monthly,2009-04-01,Juvenile,binary,36.32788243
new,3-monthly,2009-07-01,Juvenile,binary,37.68986906
new,3-monthly,2009-10-01,Juvenile,binary,39.41349709
new,3-monthly,2010-01-01,Juvenile,binary,40.08228232
new,3-monthly,2010-04-01,Juvenile,binary,39.97728563
new,3-monthly,2010-07-01,Juvenile,binary,40.19614662
